#>mergesort 10 case 1
6e-06,4e-06,3e-06,4e-06,3e-06,2e-06,2e-06,2e-06,3e-06,3e-06,2e-06,3e-06,3e-06,2e-06,2e-06,3e-06,2e-06,3e-06,3e-06,2e-06,2e-06,2e-06,2e-06,3e-06,2e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,2e-06,2e-06,2e-06,3e-06,2e-06,2e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,3e-06,2e-06,3e-06,3e-06,2e-06,2e-06,3e-06,2e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,2e-06,2e-06,3e-06,3e-06,2e-06,2e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,
#>mergesort 10 case 2
4e-06,4e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,2e-06,3e-06,3e-06,2e-06,3e-06,3e-06,3e-06,3e-06,2e-06,3e-06,3e-06,3e-06,3e-06,2e-06,3e-06,3e-06,3e-06,2e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,2e-06,2e-06,3e-06,3e-06,3e-06,3e-06,3e-06,2e-06,3e-06,3e-06,3e-06,3e-06,2e-06,2e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,2e-06,2e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,2e-06,2e-06,3e-06,3e-06,3e-06,3e-06,3e-06,2e-06,3e-06,3e-06,3e-06,3e-06,2e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,2e-06,3e-06,3e-06,3e-06,3e-06,3e-06,3e-06,2e-06,3e-06,3e-06,3e-06,3e-06,3e-06,2e-06,2e-06,2e-06,3e-06,
#>mergesort 10 case 3
5e-06,3e-06,2e-06,2e-06,2e-06,3e-06,3e-06,2e-06,3e-06,2e-06,2e-06,2e-06,3e-06,2e-06,2e-06,3e-06,2e-06,2e-06,3e-06,2e-06,2e-06,2e-06,2e-06,3e-06,2e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,2e-06,3e-06,2e-06,3e-06,3e-06,2e-06,3e-06,2e-06,2e-06,3e-06,3e-06,2e-06,3e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,2e-06,2e-06,2e-06,3e-06,2e-06,3e-06,3e-06,2e-06,3e-06,2e-06,2e-06,2e-06,2e-06,3e-06,2e-06,2e-06,2e-06,3e-06,2e-06,3e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,
#>mergesort 10 case 4
5e-06,3e-06,3e-06,3e-06,2e-06,3e-06,3e-06,2e-06,3e-06,3e-06,2e-06,3e-06,3e-06,3e-06,2e-06,3e-06,2e-06,2e-06,3e-06,2e-06,2e-06,3e-06,2e-06,3e-06,2e-06,2e-06,2e-06,2e-06,3e-06,2e-06,3e-06,3e-06,2e-06,3e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,2e-06,3e-06,2e-06,3e-06,2e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,2e-06,3e-06,2e-06,3e-06,3e-06,2e-06,2e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,2e-06,2e-06,3e-06,2e-06,3e-06,2e-06,3e-06,
#>mergesort 1000 case 1
0.000246,0.000241,0.000241,0.000241,0.000239,0.00024,0.000239,0.000242,0.000239,0.000241,0.000253,0.000313,0.000222,0.000221,0.000222,0.000226,0.000224,0.000223,0.000221,0.00022,0.00022,0.00022,0.000228,0.000221,0.000304,0.000316,0.000323,0.000318,0.000311,0.000346,0.000208,0.000207,0.000206,0.000207,0.000217,0.000212,0.00021,0.000208,0.000209,0.000286,0.000293,0.00021,0.000212,0.000224,0.000212,0.000208,0.000262,0.00021,0.000212,0.000209,0.00021,0.000193,0.000191,0.000192,0.000193,0.000192,0.000195,0.000194,0.000197,0.000192,0.000191,0.000191,0.000192,0.000191,0.000191,0.000192,0.000191,0.000192,0.000191,0.000193,0.000191,0.000192,0.000191,0.000191,0.000192,0.000179,0.000179,0.000181,0.000179,0.00018,0.000179,0.000178,0.000179,0.000184,0.00018,0.000179,0.00018,0.00018,0.00018,0.00018,0.00018,0.000179,0.00018,0.000206,0.000179,0.00018,0.00018,0.000179,0.000183,0.000179,
#>mergesort 1000 case 2
