
#>insertionsort 10 case 1
0.000672,0.000749,0.000657,0.000651,0.000645,0.000633,0.000628,0.000627,0.000636,0.000634,0.000647,0.000614,0.000649,0.000642,0.000622,0.000647,0.000656,0.000622,0.000658,0.000624,0.00062,0.000655,0.000661,0.000709,0.000634,0.000634,0.000634,0.000628,0.00065,0.000608,0.000642,0.000638,0.000638,0.000653,0.000623,0.000655,0.000628,0.000639,0.000645,0.000637,0.00064,0.00061,0.000643,0.000664,0.000643,0.000623,0.000631,0.000631,0.000658,0.00065,0.000642,0.000631,0.000651,0.000631,0.000651,0.000626,0.000644,0.000659,0.000627,0.00063,0.000664,0.000646,0.000622,0.000649,0.000638,0.000646,0.000639,0.000633,0.000643,0.000645,0.000638,0.00063,0.000624,0.000626,0.000644,0.000632,0.000639,0.000619,0.000647,0.00063,0.000635,0.00064,0.00064,0.000621,0.000637,0.000626,0.000618,0.000624,0.00062,0.000642,0.000639,0.000624,0.00064,0.000644,0.000626,0.000618,0.000642,0.000637,0.000649,0.000628,
#>insertionsort 1000 case 3
0.001296,0.001292,0.001291,0.001293,0.001292,0.001292,0.001293,0.001291,0.001292,0.001294,0.001293,0.001291,0.001294,0.001292,0.001292,0.001351,0.001365,0.001379,0.001291,0.001396,0.001295,0.001292,0.001292,0.001293,0.001291,0.001293,0.001291,0.001351,0.001294,0.001291,0.001292,0.001294,0.001292,0.001291,0.001293,0.001292,0.001292,0.001294,0.001292,0.001367,0.001292,0.001293,0.001293,0.001292,0.001291,0.001293,0.001291,0.001292,0.001293,0.001292,0.001364,0.001293,0.001291,0.001293,0.001292,0.00129,0.001293,0.001292,0.001291,0.001294,0.001292,0.001349,0.001294,0.001292,0.001293,0.001293,0.001291,0.001293,0.001291,0.001292,0.001293,0.001292,0.001292,0.001381,0.001293,0.001292,0.001293,0.001291,0.001291,0.001293,0.001292,0.001293,0.001291,0.001292,0.001293,0.001361,0.001291,0.001293,0.001291,0.001291,0.001293,0.001292,0.001291,0.001291,0.001292,0.001293,0.001291,0.00132,0.001294,0.001291,
#>insertionsort 1000 case 4
9.5e-05,9.4e-05,9.4e-05,7.7e-05,8.1e-05,9.9e-05,8.7e-05,8.9e-05,0.000101,8.9e-05,9.1e-05,9.4e-05,9.7e-05,9e-05,8e-05,8.7e-05,8.6e-05,9.6e-05,8.8e-05,9.2e-05,8.9e-05,8.9e-05,9.3e-05,8.4e-05,7.9e-05,8.2e-05,9.2e-05,0.000106,0.000103,9.1e-05,8.5e-05,9.1e-05,8.3e-05,9.4e-05,8.9e-05,8.5e-05,0.000107,8.8e-05,9e-05,8.5e-05,9.5e-05,0.000103,8.5e-05,9e-05,8.1e-05,9e-05,9e-05,8.8e-05,8.6e-05,8.7e-05,0.000101,8.1e-05,7.9e-05,8.7e-05,8.8e-05,9.2e-05,8.9e-05,9.1e-05,9e-05,9.2e-05,8.4e-05,8.9e-05,7.8e-05,0.000102,0.0001,8e-05,9.1e-05,9.1e-05,8.5e-05,8.7e-05,8.4e-05,8.7e-05,9.2e-05,8.9e-05,9.5e-05,0.000104,9.2e-05,7.6e-05,8.1e-05,9e-05,9.3e-05,8.3e-05,8.7e-05,8.3e-05,9.9e-05,9.7e-05,8.4e-05,9.8e-05,8.9e-05,8.2e-05,9.3e-05,8.7e-05,9.2e-05,0.0001,9.2e-05,8.7e-05,9.6e-05,9.9e-05,8.9e-05,8.5e-05,
#>insertionsort 10000 case 1
4e-05,4e-05,3.9e-05,6.7e-05,3.9e-05,3.9e-05,4e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,4.1e-05,3.9e-05,4e-05,3.9e-05,3.9e-05,4e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,4e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,4e-05,3.9e-05,3.9e-05,4e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,4e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,4e-05,3.9e-05,3.9e-05,4e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,4e-05,3.9e-05,4e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,4e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,4e-05,3.9e-05,4e-05,3.9e-05,4e-05,3.9e-05,3.9e-05,3.9e-05,4e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,3.9e-05,
#>insertionsort 10000 case 2
0.062358,0.06263,0.061884,0.062197,0.062174,0.061576,0.062128,0.0633,0.061573,0.061272,0.062562,0.06221,0.061868,0.062527,0.062536,0.061979,0.061785,0.061447,0.065306,0.062252,0.062669,0.062384,0.062521,0.062261,0.061856,0.062556,0.063476,0.062708,0.062107,0.061349,0.062329,0.062634,0.061972,0.062398,0.062116,0.061658,0.062165,0.062169,0.061675,0.062325,0.06224,0.061372,0.062066,0.061378,0.062024,0.061743,0.06215,0.062018,0.061695,0.062354,0.061637,0.06188,0.061417,0.062132,0.062594,0.062458,0.06271,0.062388,0.062191,0.061918,0.062705,0.061995,0.062037,0.062455,0.062071,0.061829,0.062039,0.062574,0.061731,0.061673,0.061752,0.062543,0.062049,0.061599,0.062091,0.061704,0.061396,0.061943,0.062242,0.062419,0.061316,0.062246,0.062029,0.061604,0.062369,0.061929,0.062723,0.062319,0.061551,0.062443,0.062602,0.061629,0.062045,0.061505,0.061513,0.062781,0.061904,0.062189,0.062505,0.061941,
#>insertionsort 10000 case 3
0.125038,0.124585,0.124539,0.124524,0.124713,0.12454,0.124458,0.124466,0.124507,0.127632,0.124553,0.12446,0.124561,0.124758,0.124454,0.124459,0.124469,0.124509,0.124471,0.124462,0.124482,0.124464,0.124486,0.124455,0.124505,0.124457,0.12447,0.124515,0.124458,0.124482,0.124466,0.124457,0.12446,0.12449,0.124469,0.124484,0.124458,0.124477,0.1245,0.124461,0.124465,0.124792,0.12451,0.124456,0.124465,0.124481,0.124462,0.124463,0.124451,0.124601,0.124463,0.124462,0.124462,0.124481,0.124493,0.124458,0.124456,0.124456,0.124521,0.124457,0.124463,0.124566,0.124459,0.124465,0.124485,0.124522,0.124457,0.124459,0.124461,0.124509,0.124459,0.12446,0.124456,0.124601,0.124462,0.1245,0.124515,0.124558,0.124541,0.124508,0.124607,0.124518,0.124516,0.124514,0.12452,0.124487,0.124482,0.124471,0.124457,0.124467,0.124572,0.124467,0.124465,0.124472,0.124481,0.12446,0.124521,0.12447,0.124457,0.124466,
#>insertionsort 10000 case 4
0.007833,0.007935,0.007773,0.007824,0.008212,0.007877,0.007482,0.007742,0.007971,0.007924,0.008045,0.007955,0.00793,0.007732,0.007636,0.007592,0.007748,0.007801,0.007672,0.007834,0.007842,0.007714,0.007671,0.008091,0.007635,0.007408,0.007787,0.007555,0.007849,0.007474,0.00765,0.008178,0.007914,0.007877,0.00766,0.007653,0.007931,0.007909,0.007818,0.008056,0.007693,0.007742,0.00771,0.007934,0.007554,0.008133,0.007587,0.008098,0.007845,0.007949,0.008025,0.007846,0.007999,0.007818,0.007844,0.007466,0.007671,0.007913,0.007563,0.008072,0.007638,0.007965,0.007688,0.007486,0.007984,0.007942,0.00756,0.008131,0.007974,0.007993,0.007833,0.008166,0.007858,0.007762,0.008125,0.007451,0.007689,0.00775,0.008165,0.007716,0.007774,0.007857,0.007902,0.007906,0.00789,0.007794,0.008051,0.008306,0.007619,0.007888,0.007786,0.00761,0.008002,0.007717,0.007999,0.007934,0.007885,0.007871,0.008075,0.008054,
#>insertionsort 100000 case 1
0.000389,0.000388,0.00039,0.000389,0.000389,0.000389,0.00039,0.00039,0.000389,0.000388,0.000389,0.000389,0.000389,0.000389,0.000389,0.00039,0.000389,0.000389,0.000389,0.000389,0.000389,0.00039,0.000389,0.000389,0.000389,0.00039,0.000389,0.000389,0.00039,0.000389,0.000388,0.000389,0.000389,0.000388,0.000388,0.000389,0.000389,0.000389,0.000389,0.000388,0.000388,0.00039,0.000388,0.000388,0.000388,0.000391,0.000389,0.000388,0.000389,0.000389,0.000389,0.000389,0.000388,0.000389,0.000391,0.000388,0.000389,0.000389,0.000389,0.000389,0.000389,0.000389,0.000389,0.00039,0.000389,0.000389,0.000389,0.000518,0.000415,0.000426,0.000389,0.000389,0.000389,0.00039,0.000388,0.000389,0.000389,0.00039,0.000389,0.000389,0.000389,0.000388,0.000389,0.000389,0.000389,0.000389,0.000389,0.000389,0.000389,0.000388,0.00039,0.000389,0.000388,0.000388,0.000391,0.000389,0.000389,0.000389,0.000389,0.000389,
#>insertionsort 100000 case 2
6.21743,6.23011,6.24929,6.22265,6.20035,6.2217,6.23395,6.19177,6.24671,6.23148,6.23497,6.21091,6.21576,6.22668,6.22493,6.20649,6.20999,6.21676,6.21451,6.21136,6.21629,6.21935,6.20227,6.21503,6.2126,6.23033,6.22493,6.21582,6.22586,6.2187,6.22905,6.22084,6.21368,6.256,6.24415,6.20848,6.23721,6.20407,6.253,6.21814,6.24194,6.21948,6.19383,6.19814,6.22093,6.20585,6.21102,6.22321,6.19953,6.21363,6.21859,6.24247,6.23059,6.23786,6.24194,6.20255,6.22937,6.20474,6.23128,6.22267,6.23032,6.22505,6.23261,6.23103,6.23947,6.21959,6.22512,6.22625,6.22519,6.20814,6.20073,6.22444,6.22343,6.22035,6.22117,6.20723,6.21534,6.205,6.21278,6.22336,6.23373,6.2272,6.21403,6.23679,6.23375,6.22904,6.24554,6.19447,6.20268,6.1898,6.22683,6.22143,6.20918,6.2209,6.22807,6.22454,6.21575,6.24096,6.23479,6.22755,
#>insertionsort 100000 case 3
12.442,12.4369,12.4341,12.4343,12.4338,12.4361,12.4333,12.4334,12.4331,12.4336,12.4349,12.4343,12.4335,12.4336,12.4339,12.4355,12.4337,12.4335,12.4338,12.4337,12.4351,12.4334,12.4337,12.4353,12.4335,12.4356,12.4336,12.4331,12.4347,12.4348,12.4364,12.433,12.4333,12.4338,12.4353,12.4352,12.4331,12.4335,12.4356,12.4364,12.4342,12.4338,12.4334,12.4338,12.4385,12.4338,12.434,12.434,12.4339,12.4369,12.4337,12.434,12.4343,12.435,12.4352,12.4339,12.4342,12.434,12.4352,12.4336,12.4345,12.4336,12.4341,12.4351,12.4338,12.4345,12.4337,12.4355,12.4354,12.4334,12.4339,12.4335,12.4338,12.4349,12.4339,12.4338,12.4344,12.4342,12.438,12.434,12.4337,12.4348,12.435,12.4338,12.4337,12.4332,12.4341,12.4352,12.4336,12.4334,12.4334,12.4337,12.4351,12.4333,12.4336,12.4338,12.434,12.4352,12.4339,12.4338,
#>insertionsort 100000 case 4
0.768609,0.76098,0.773622,0.766653,0.777987,0.765316,0.767234,0.769218,0.767756,0.770618,0.76739,0.769014,0.774494,0.770112,0.764722,0.763792,0.774096,0.758286,0.762539,0.768822,0.76856,0.757554,0.772289,0.767808,0.775714,0.760087,0.770077,0.769377,0.772448,0.76966,0.769098,0.7789,0.761688,0.771562,0.772313,0.774405,0.764968,0.766112,0.771317,0.749015,0.762277,0.759675,0.768956,0.770939,0.773898,0.766602,0.761,0.761206,0.772431,0.763374,0.775064,0.768969,0.77951,0.76894,0.774027,0.770942,0.768225,0.772521,0.770173,0.766638,0.767013,0.76732,0.756843,0.760569,0.775247,0.772299,0.766714,0.758882,0.76744,0.759796,0.767486,0.767222,0.778337,0.776517,0.77009,0.768977,0.759446,0.764722,0.772703,0.761511,0.77067,0.773586,0.761854,0.762776,0.766915,0.766882,0.768943,0.772402,0.765364,0.768887,0.764345,0.765364,0.760525,0.775846,0.76431,0.767576,0.774953,0.767721,0.760414,0.763095,
